,amplitude,tstep,vfp
0,0.0101397810504,2053,183
1,0.010242767632,2054,183
2,0.0104509340599,2055,183
3,0.0106620276347,2056,183
4,0.0108760567382,2057,183
5,0.0110930223018,2058,183
6,0.0112026082352,2059,183
7,0.0114239882678,2060,183
8,0.0117615787312,2061,183
9,0.0118755809963,2062,183
10,0.0121057936922,2063,183
11,0.0124566275626,2064,183
12,0.0125750415027,2065,183
13,0.0128140691668,2066,183
14,0.0131780980155,2067,183
15,0.0133008994162,2068,183
16,0.0135486880317,2069,183
17,0.0136736705899,2070,183
18,0.0139258066192,2071,183
19,0.0141808250919,2072,183
20,0.0144387148321,2073,183
21,0.0148308975622,2074,183
22,0.015095891431,2075,183
23,0.0153636969626,2076,183
24,0.0154986474663,2077,183
25,0.0159076526761,2078,183
26,0.0160453636199,2079,183
27,0.0163228269666,2080,183
28,0.0167440865189,2081,183
29,0.016885843128,2082,183
30,0.01717133075,2083,183
31,0.0174594335258,2084,183
32,0.0176044553518,2085,183
33,0.0180433485657,2086,183
34,0.0181909054518,2087,183
35,0.0184878818691,2088,183
36,0.0189379286021,2089,183
37,0.0192409548908,2090,183
38,0.0195463225245,2091,183
39,0.0198539830744,2092,183
40,0.020163891837,2093,183
41,0.0204759966582,2094,183
42,0.0207902528346,2095,183
43,0.0211065988988,2096,183
44,0.0212655384094,2097,183
45,0.0215849149972,2098,183
46,0.0219062436372,2099,183
47,0.0220676213503,2100,183
48,0.0225545018911,2101,183
49,0.02271768637,2102,183
50,0.0232097990811,2103,183
51,0.0233746636659,2104,183
52,0.0237055756152,2105,183
53,0.0242047701031,2106,183
54,0.0243718847632,2107,183
55,0.0247071329504,2108,183
56,0.0252124033868,2109,183
57,0.0255507361144,2110,183
58,0.0257203150541,2111,183
59,0.0262305885553,2112,183
60,0.026571938768,2113,183
61,0.0269141234457,2114,183
62,0.0270855017006,2115,183
63,0.0274287667125,2116,183
64,0.0276006311178,2117,183
65,0.027944765985,2118,183
66,0.0282893627882,2119,183
67,0.0286343228072,2120,183
68,0.029152225703,2121,183
69,0.0293249338865,2122,183
70,0.0296703781933,2123,183
71,0.030188433826,2124,183
72,0.0303610358387,2125,183
73,0.0308783929795,2126,183
74,0.0312227904797,2127,183
75,0.0315666459501,2128,183
76,0.03190985322,2129,183
77,0.0320811793208,2130,183
78,0.0324231944978,2131,183
79,0.0327642709017,2132,183
80,0.0331042744219,2133,183
81,0.0334430970252,2134,183
82,0.0337806120515,2135,183
83,0.0341166965663,2136,183
84,0.0344512350857,2137,183
85,0.0346178747714,2138,183
86,0.0351151265204,2139,183
87,0.0352799296379,2140,183
88,0.0357712693512,2141,183
89,0.035933971405,2142,183
90,0.0364186130464,2143,183
91,0.0367386564612,2144,183
92,0.0368977151811,2145,183
93,0.037056107074,2146,183
94,0.0375271067023,2147,183
95,0.0378374643624,2148,183
96,0.0381447486579,2149,183
97,0.038448818028,2150,183
98,0.038749538362,2151,183
99,0.0390467680991,2152,183
100,0.0391940250993,2153,183
101,0.0396301969886,2154,183
102,0.0399161279202,2155,183
103,0.0400575771928,2156,183
104,0.0404756888747,2157,183
105,0.0406129173934,2158,183
106,0.0410179309547,2159,183
107,0.0411506518722,2160,183
108,0.0414125658572,2161,183
109,0.0416696481407,2162,183
110,0.0419217683375,2163,183
111,0.0421687848866,2164,183
112,0.0424105450511,2165,183
113,0.0426469258964,2166,183
114,0.0428777821362,2167,183
115,0.0431029722095,2168,183
116,0.0433223582804,2169,183
117,0.0435358025134,2170,183
118,0.0437431670725,2171,183
119,0.0439443215728,2172,183
120,0.0441391244531,2173,183
121,0.0443274341524,2174,183
122,0.0444191172719,2175,183
123,0.0445974506438,2176,183
124,0.044768974185,2177,183
125,0.0449335500598,2178,183
126,0.0450910516083,2179,183
127,0.045241355896,2180,183
128,0.0453137606382,2181,183
129,0.0455198436975,2182,183
130,0.0456477850676,2183,183
131,0.0457088798285,2184,183
132,0.0458804666996,2185,183
133,0.0459849610925,2186,183
134,0.046081405133,2187,183
135,0.0461696870625,2188,183
136,0.0462496951222,2189,183
137,0.0462865680456,2190,183
138,0.0463539659977,2191,183
139,0.0464128181338,2192,183
140,0.0464630275965,2193,183
141,0.0465044863522,2194,183
142,0.0465371087193,2195,183
143,0.0465607941151,2196,183
144,0.046569250524,2197,183
145,0.0465809740126,2198,183
146,0.0465772897005,2199,183
147,0.0465719737113,2200,183
148,0.0465419739485,2201,183
149,0.0465272627771,2202,183
150,0.0464907065034,2203,183
151,0.0464445911348,2204,183
152,0.0463888421655,2205,183
153,0.0463233962655,2206,183
154,0.0462481789291,2207,183
155,0.0461631417274,2208,183
156,0.0461169183254,2209,183
157,0.0459633730352,2210,183
158,0.0458485372365,2211,183
159,0.0457873567939,2212,183
160,0.0456574633718,2213,183
161,0.0454436913133,2214,183
162,0.0452885068953,2215,183
163,0.0452070981264,2216,183
164,0.0449475832283,2217,183
165,0.0447618030012,2218,183
166,0.0446650646627,2219,183
167,0.0443594828248,2220,183
168,0.0442524962127,2221,183
169,0.0441429316998,2222,183
170,0.0437988340855,2223,183
171,0.0435565896332,2224,183
172,0.0433040708303,2225,183
173,0.043041292578,2226,183
174,0.0427682586014,2227,183
175,0.0424849912524,2228,183
176,0.0423395223916,2229,183
177,0.0420409478247,2230,183
178,0.0415740199387,2231,183
179,0.0414133109152,2232,183
180,0.0409160368145,2233,183
181,0.0405719615519,2234,183
182,0.0402178913355,2235,183
183,0.040037125349,2236,183
184,0.0396681651473,2237,183
185,0.0394799783826,2238,183
186,0.0389007292688,2239,183
187,0.0385023914278,2240,183
188,0.0382996052504,2241,183
189,0.0376768410206,2242,183
190,0.037464492023,2243,183
191,0.0368133075535,2244,183
192,0.0365915708244,2245,183
193,0.0359124988317,2246,183
194,0.0354483649135,2247,183
195,0.0349752008915,2248,183
196,0.0344931259751,2249,183
197,0.0342487767339,2250,183
198,0.0337535329163,2251,183
199,0.033249668777,2252,183
200,0.0327372923493,2253,183
201,0.0324779599905,2254,183
202,0.0316875465214,2255,183
203,0.0314199998975,2256,183
204,0.0306053608656,2257,183
205,0.0300524570048,2258,183
206,0.0294918715954,2259,183
207,0.0292087458074,2260,183
208,0.0283482726663,2261,183
209,0.0277655757964,2262,183
210,0.027471575886,2263,183
211,0.0268783643842,2264,183
212,0.0259758662432,2265,183
213,0.0256717354059,2266,183
214,0.0250586587936,2267,183
215,0.0244393199682,2268,183
216,0.0238138977438,2269,183
217,0.0231825839728,2270,183
218,0.0225455649197,2271,183
219,0.0219030398875,2272,183
220,0.0215797740966,2273,183
221,0.020602254197,2274,183
222,0.0202739275992,2275,183
223,0.0192818474025,2276,183
224,0.018948873505,2277,183
225,0.017943482846,2278,183
226,0.0172681026161,2279,183
227,0.0165888778865,2280,183
228,0.0162478946149,2281,183
229,0.0159060340375,2282,183
230,0.0152197927237,2283,183
231,0.0141845569015,2284,183
232,0.0138380257413,2285,183
233,0.0127944797277,2286,183
234,0.0120957819745,2287,183
235,0.0117456214502,2288,183
236,0.0110438261181,2289,183
237,0.0103402631357,2290,183
238,-0.0100335618481,2320,183
239,-0.0106707569212,2321,183
240,-0.0113018127158,2322,183
241,-0.0116149615496,2323,183
242,-0.0122363530099,2324,183
243,-0.0131557220593,2325,183
244,-0.0134586682543,2326,183
245,-0.0137598095462,2327,183
246,-0.0146521124989,2328,183
247,-0.0149457426742,2329,183
248,-0.0158148221672,2330,183
249,-0.0161004830152,2331,183
250,-0.0169449746609,2332,183
251,-0.0172222163528,2333,183
252,-0.0177701450884,2334,183
253,-0.0185752622783,2335,183
254,-0.019100509584,2336,183
255,-0.0196163076907,2337,183
256,-0.0201224591583,2338,183
257,-0.02037185058,2339,183
258,-0.0211049895734,2340,183
259,-0.0215809773654,2341,183
260,-0.0218150652945,2342,183
261,-0.0220465175807,2343,183
262,-0.0227248240262,2344,183
263,-0.0229455009103,2345,183
264,-0.0233785826713,2346,183
265,-0.0238004811108,2347,183
266,-0.0242110267282,2348,183
267,-0.0248051825911,2349,183
268,-0.0251866057515,2350,183
