,amplitude,tstep,vfp
0,0.0,0,17
1,0.0,1,17
2,0.0,2,17
3,0.0,3,17
4,0.0,4,17
5,0.0,5,17
6,0.0,6,17
7,0.0,7,17
8,0.0,8,17
9,0.0,9,17
10,0.0,10,17
11,0.0,11,17
12,0.0,12,17
13,0.0,13,17
14,0.0,14,17
15,0.0,15,17
16,0.0,16,17
17,0.0,17,17
18,0.0,18,17
19,0.0,19,17
20,0.0,20,17
21,0.0,21,17
22,0.0,22,17
23,0.0,23,17
24,0.0,24,17
25,0.0,25,17
26,0.0,26,17
27,0.0,27,17
28,0.0,28,17
29,0.0,29,17
30,0.0,30,17
31,0.0,31,17
32,0.0,32,17
33,0.0,33,17
34,0.0,34,17
35,0.0,35,17
36,0.0,36,17
37,0.0,37,17
38,0.0,38,17
39,0.0,39,17
40,0.0,40,17
41,0.0,41,17
42,0.0,42,17
43,0.0,43,17
44,0.0,44,17
45,0.0,45,17
46,0.0,46,17
47,0.0,47,17
48,0.0,48,17
49,0.0,49,17
50,0.0,50,17
51,0.0,51,17
52,0.0,52,17
53,0.0,53,17
54,0.0,54,17
55,0.0,55,17
56,0.0,56,17
57,0.0,57,17
58,0.0,58,17
59,0.0,59,17
60,0.0,60,17
61,0.0,61,17
62,0.0,62,17
63,0.0,63,17
64,0.0,64,17
65,0.0,65,17
66,0.0,66,17
67,0.0,67,17
68,0.0,68,17
69,0.0,69,17
70,0.0,70,17
71,0.0,71,17
72,0.0,72,17
73,0.0,73,17
74,0.0,74,17
75,0.0,75,17
76,0.0,76,17
77,0.0,77,17
78,0.0,78,17
79,0.0,79,17
80,0.0,80,17
81,0.0,81,17
82,0.0,82,17
83,0.0,83,17
84,0.0,84,17
85,0.0,85,17
86,0.0,86,17
87,0.0,87,17
88,0.0,88,17
89,0.0,89,17
90,0.0,90,17
91,0.0,91,17
92,0.0,92,17
93,0.0,93,17
94,0.0,94,17
95,0.0,95,17
96,0.0,96,17
97,0.0,97,17
98,0.0,98,17
99,0.0,99,17
100,0.0,100,17
101,0.0,101,17
102,0.0,102,17
103,0.0,103,17
104,0.0,104,17
105,0.0,105,17
106,0.0,106,17
107,0.0,107,17
108,0.0,108,17
109,0.0,109,17
110,0.0,110,17
111,0.0,111,17
112,0.0,112,17
113,0.0,113,17
114,0.0,114,17
115,0.0,115,17
116,0.0,116,17
117,0.0,117,17
118,0.0,118,17
119,0.0,119,17
120,0.0,120,17
121,0.0,121,17
122,0.0,122,17
123,0.0,123,17
124,0.0,124,17
125,0.0,125,17
126,0.0,126,17
127,0.0,127,17
128,0.0,128,17
